dia	mes	ano	chuva
1	11	2020	16.5
31	10	2020	6.6
30	10	2020	0.0
29	10	2020	35.6
28	10	2020	0.0
27	10	2020	0.0
26	10	2020	0.0
25	10	2020	46.0
24	10	2020	10.4
23	10	2020	12.4
22	10	2020	0.3
21	10	2020	11.4
20	10	2020	0.3
19	10	2020	0.0
18	10	2020	0.0
17	10	2020	0.0
16	10	2020	0.0
15	10	2020	0.0
14	10	2020	0.0
13	10	2020	0.0
12	10	2020	0.0
11	10	2020	0.0
10	10	2020	0.0
9	10	2020	0.4
8	10	2020	0.0
7	10	2020	0.0
6	10	2020	0.0
5	10	2020	0.0
4	10	2020	0.0
3	10	2020	0.0
2	10	2020	0.0
1	10	2020	0.0
30	9	2020	0.0
29	9	2020	0.0
28	9	2020	0.0
27	9	2020	0.0
26	9	2020	0.0
25	9	2020	0.0
24	9	2020	0.0
23	9	2020	3.5
22	9	2020	0.0
21	9	2020	0.0
20	9	2020	0.0
19	9	2020	0.0
18	9	2020	0.0
17	9	2020	0.0
16	9	2020	0.0
15	9	2020	0.0
14	9	2020	0.0
13	9	2020	0.0
12	9	2020	3.1
11	9	2020	0.0
10	9	2020	0.0
9	9	2020	0.0
8	9	2020	0.0
7	9	2020	0.0
6	9	2020	0.0
5	9	2020	0.0
4	9	2020	0.0
3	9	2020	0.0
2	9	2020	0.0
1	9	2020	5.7
31	7	2020	2.1
30	7	2020	0.0
29	7	2020	0.0
28	7	2020	0.0
27	7	2020	1.1
26	7	2020	0.0
25	7	2020	0.0
24	7	2020	0.0
23	7	2020	0.0
22	7	2020	0.0
21	7	2020	0.0
20	7	2020	0.0
19	7	2020	0.0
18	7	2020	0.0
17	7	2020	0.0
16	7	2020	0.0
15	7	2020	0.0
14	7	2020	0.0
13	7	2020	0.0
12	7	2020	0.0
11	7	2020	0.0
10	7	2020	0.0
9	7	2020	0.0
8	7	2020	0.0
7	7	2020	0.0
6	7	2020	0.0
5	7	2020	0.0
4	7	2020	0.0
3	7	2020	0.0
2	7	2020	0.0
1	7	2020	0.0
30	6	2020	0.0
29	6	2020	0.0
28	6	2020	0.0
27	6	2020	0.0
26	6	2020	0.0
25	6	2020	0.0
24	6	2020	0.0
23	6	2020	0.0
22	6	2020	0.0
21	6	2020	0.0
20	6	2020	0.6
19	6	2020	0.0
18	6	2020	0.0
17	6	2020	0.0
16	6	2020	0.0
15	6	2020	0.0
14	6	2020	0.0
13	6	2020	0.0
12	6	2020	0.0
11	6	2020	0.0
10	6	2020	0.0
9	6	2020	0.0
8	6	2020	0.0
7	6	2020	0.0
6	6	2020	0.0
5	6	2020	0.0
4	6	2020	0.0
3	6	2020	0.0
2	6	2020	0.0
1	6	2020	0.0
31	5	2020	0.0
30	5	2020	0.0
29	5	2020	0.0
28	5	2020	0.0
27	5	2020	0.0
26	5	2020	17.2
25	5	2020	30.6
24	5	2020	0.0
23	5	2020	0.0
22	5	2020	0.0
21	5	2020	0.0
20	5	2020	0.0
19	5	2020	0.0
18	5	2020	0.0
17	5	2020	22.5
16	5	2020	5.8
15	5	2020	0.0
14	5	2020	0.0
13	5	2020	0.0
12	5	2020	0.0
11	5	2020	0.0
10	5	2020	0.0
9	5	2020	0.0
8	5	2020	5.8
7	5	2020	0.0
6	5	2020	0.0
5	5	2020	0.0
4	5	2020	0.0
3	5	2020	0.0
2	5	2020	0.0
1	5	2020	0.0
30	4	2020	0.0
29	4	2020	0.0
28	4	2020	0.0
27	4	2020	0.0
26	4	2020	0.0
25	4	2020	0.0
24	4	2020	0.0
23	4	2020	0.0
22	4	2020	0.0
21	4	2020	0.0
20	4	2020	0.0
19	4	2020	0.0
18	4	2020	0.0
17	4	2020	0.0
16	4	2020	0.0
15	4	2020	0.0
14	4	2020	0.0
13	4	2020	12.1
12	4	2020	0.0
11	4	2020	0.0
10	4	2020	0.5
9	4	2020	27.8
8	4	2020	16.1
7	4	2020	0.0
6	4	2020	0.0
5	4	2020	37.1
4	4	2020	4.9
3	4	2020	0.0
2	4	2020	0.0
1	4	2020	0.0
31	3	2020	0.0
30	3	2020	0.0
29	3	2020	0.0
28	3	2020	0.0
27	3	2020	0.0
26	3	2020	0.0
25	3	2020	0.0
24	3	2020	1.9
23	3	2020	29.0
22	3	2020	
21	3	2020	0.0
20	3	2020	0.0
19	3	2020	0.0
18	3	2020	0.0
17	3	2020	0.7
16	3	2020	0.0
15	3	2020	0.3
14	3	2020	0.0
13	3	2020	0.0
12	3	2020	0.0
11	3	2020	0.0
10	3	2020	0.0
9	3	2020	0.0
8	3	2020	14.7
7	3	2020	13.8
6	3	2020	42.9
5	3	2020	19.1
4	3	2020	3.4
3	3	2020	3.6
2	3	2020	64.1
1	3	2020	0.0
29	2	2020	39.7
28	2	2020	
27	2	2020	1.6
26	2	2020	0.0
25	2	2020	0.0
24	2	2020	0.0
23	2	2020	13.9
22	2	2020	0.9
21	2	2020	0.0
20	2	2020	0.0
19	2	2020	0.0
18	2	2020	0.0
17	2	2020	0.0
16	2	2020	0.0
15	2	2020	0.0
14	2	2020	0.0
13	2	2020	0.0
12	2	2020	0.4
11	2	2020	0.0
10	2	2020	33.2
9	2	2020	6.7
8	2	2020	8.5
7	2	2020	26.1
6	2	2020	0.0
5	2	2020	0.0
4	2	2020	0.0
3	2	2020	0.0
2	2	2020	0.0
1	2	2020	0.0
31	1	2020	0.0
30	1	2020	0.0
29	1	2020	7.5
28	1	2020	0.5
27	1	2020	15.7
26	1	2020	33.8
25	1	2020	22.9
24	1	2020	15.8
23	1	2020	0.0
22	1	2020	37.5
21	1	2020	73.8
20	1	2020	0.7
19	1	2020	1.8
18	1	2020	20.0
17	1	2020	0.0
16	1	2020	0.0
15	1	2020	3.4
14	1	2020	0.0
13	1	2020	0.0
12	1	2020	0.0
11	1	2020	0.0
10	1	2020	0.0
9	1	2020	0.0
8	1	2020	0.0
7	1	2020	0.0
6	1	2020	1.8
5	1	2020	0.0
4	1	2020	7.8
3	1	2020	2.8
2	1	2020	0.8
1	1	2020	0.0
31	12	2019	0.7
30	12	2019	0.3
29	12	2019	9.8
28	12	2019	0.0
27	12	2019	0.0
26	12	2019	0.0
25	12	2019	2.6
24	12	2019	0.0
23	12	2019	0.0
22	12	2019	0.0
21	12	2019	0.0
20	12	2019	0.0
19	12	2019	0.0
18	12	2019	0.4
17	12	2019	0.4
16	12	2019	0.0
15	12	2019	0.0
14	12	2019	0.0
13	12	2019	0.0
12	12	2019	0.0
11	12	2019	0.0
10	12	2019	1.7
9	12	2019	0.0
8	12	2019	10.7
7	12	2019	37.0
6	12	2019	0.0
5	12	2019	0.0
4	12	2019	1.1
3	12	2019	43.8
2	12	2019	14.3
1	12	2019	1.9
30	11	2019	0.0
29	11	2019	27.3
28	11	2019	0.0
27	11	2019	0.0
26	11	2019	0.0
25	11	2019	4.2
24	11	2019	0.0
23	11	2019	0.0
22	11	2019	3.0
21	11	2019	21.6
20	11	2019	1.6
19	11	2019	34.2
18	11	2019	0.0
17	11	2019	0.0
16	11	2019	2.9
15	11	2019	1.2
14	11	2019	0.0
13	11	2019	0.0
12	11	2019	0.0
11	11	2019	0.0
10	11	2019	0.0
9	11	2019	0.0
8	11	2019	0.0
7	11	2019	0.0
6	11	2019	0.0
5	11	2019	0.0
4	11	2019	0.0
3	11	2019	0.0
2	11	2019	38.2
1	11	2019	0.0
31	10	2019	0.0
30	10	2019	0.0
29	10	2019	0.0
28	10	2019	2.0
27	10	2019	0.0
26	10	2019	0.0
25	10	2019	0.0
24	10	2019	0.0
23	10	2019	28.5
22	10	2019	
21	10	2019	0.0
20	10	2019	0.0
19	10	2019	0.0
18	10	2019	0.0
17	10	2019	0.0
16	10	2019	0.0
15	10	2019	0.0
14	10	2019	0.0
13	10	2019	0.0
12	10	2019	0.0
11	10	2019	0.0
10	10	2019	0.0
9	10	2019	0.0
8	10	2019	0.0
7	10	2019	0.0
6	10	2019	0.0
5	10	2019	0.0
4	10	2019	0.0
3	10	2019	0.0
2	10	2019	0.0
1	10	2019	0.0
30	9	2019	0.0
29	9	2019	1.8
28	9	2019	1.7
27	9	2019	18.0
26	9	2019	0.0
25	9	2019	0.0
24	9	2019	0.0
23	9	2019	0.0
22	9	2019	0.0
21	9	2019	0.0
20	9	2019	0.0
19	9	2019	0.0
18	9	2019	0.0
17	9	2019	0.0
16	9	2019	0.0
15	9	2019	0.0
14	9	2019	0.0
13	9	2019	0.0
12	9	2019	0.0
11	9	2019	0.0
10	9	2019	0.0
9	9	2019	0.0
8	9	2019	0.0
7	9	2019	0.0
6	9	2019	0.0
5	9	2019	0.0
4	9	2019	0.0
3	9	2019	0.0
2	9	2019	0.0
1	9	2019	0.0
31	8	2019	0.0
30	8	2019	0.0
29	8	2019	0.0
28	8	2019	0.0
27	8	2019	0.0
26	8	2019	0.0
25	8	2019	0.0
24	8	2019	0.4
23	8	2019	0.0
22	8	2019	0.0
21	8	2019	0.0
20	8	2019	0.0
19	8	2019	0.0
18	8	2019	0.0
17	8	2019	0.0
16	8	2019	0.0
15	8	2019	0.0
14	8	2019	0.0
13	8	2019	0.0
12	8	2019	0.0
11	8	2019	0.0
10	8	2019	0.0
9	8	2019	0.0
8	8	2019	0.0
7	8	2019	0.0
6	8	2019	0.0
5	8	2019	0.0
4	8	2019	0.0
3	8	2019	0.0
2	8	2019	0.0
1	8	2019	0.0
31	7	2019	0.0
30	7	2019	0.0
29	7	2019	0.0
28	7	2019	0.0
27	7	2019	0.0
26	7	2019	0.0
25	7	2019	0.0
24	7	2019	0.0
23	7	2019	0.0
22	7	2019	0.2
21	7	2019	0.0
20	7	2019	0.0
19	7	2019	0.0
18	7	2019	0.0
17	7	2019	0.0
16	7	2019	0.0
15	7	2019	0.0
14	7	2019	0.0
13	7	2019	0.0
12	7	2019	0.0
11	7	2019	0.0
10	7	2019	0.0
9	7	2019	0.0
8	7	2019	0.0
7	7	2019	0.0
6	7	2019	0.0
5	7	2019	0.0
4	7	2019	0.0
3	7	2019	0.0
2	7	2019	0.0
1	7	2019	0.0
30	6	2019	0.0
29	6	2019	0.0
28	6	2019	0.0
27	6	2019	0.0
26	6	2019	0.0
25	6	2019	0.0
24	6	2019	1.0
23	6	2019	0.0
22	6	2019	0.0
21	6	2019	0.0
20	6	2019	0.0
19	6	2019	0.0
18	6	2019	0.0
17	6	2019	0.0
16	6	2019	0.0
15	6	2019	0.0
14	6	2019	0.0
13	6	2019	0.3
12	6	2019	0.0
11	6	2019	0.0
10	6	2019	0.0
9	6	2019	0.0
8	6	2019	0.0
7	6	2019	0.0
6	6	2019	0.0
5	6	2019	0.0
4	6	2019	0.0
3	6	2019	0.0
2	6	2019	0.0
1	6	2019	0.0
31	5	2019	0.0
30	5	2019	0.0
29	5	2019	0.0
28	5	2019	0.0
27	5	2019	0.0
26	5	2019	0.0
25	5	2019	0.0
24	5	2019	0.0
23	5	2019	0.0
22	5	2019	0.0
21	5	2019	0.0
20	5	2019	0.0
19	5	2019	0.6
18	5	2019	3.6
17	5	2019	0.0
16	5	2019	34.2
15	5	2019	0.0
14	5	2019	0.0
13	5	2019	0.0
12	5	2019	0.0
11	5	2019	0.0
10	5	2019	0.0
9	5	2019	0.0
8	5	2019	0.0
7	5	2019	0.0
6	5	2019	0.0
5	5	2019	0.0
4	5	2019	4.4
3	5	2019	0.0
2	5	2019	0.0
1	5	2019	0.0
30	4	2019	0.0
29	4	2019	0.0
28	4	2019	0.0
27	4	2019	0.0
26	4	2019	0.0
25	4	2019	16.9
24	4	2019	0.0
23	4	2019	0.0
22	4	2019	0.0
21	4	2019	0.0
20	4	2019	0.0
19	4	2019	0.0
18	4	2019	2.0
17	4	2019	0.6
16	4	2019	0.0
15	4	2019	0.0
14	4	2019	0.0
13	4	2019	0.0
12	4	2019	0.0
11	4	2019	0.0
10	4	2019	26.4
9	4	2019	0.0
8	4	2019	0.0
7	4	2019	0.0
6	4	2019	0.0
5	4	2019	0.0
4	4	2019	0.0
3	4	2019	0.0
2	4	2019	0.0
1	4	2019	0.0
31	3	2019	0.0
30	3	2019	0.0
29	3	2019	0.0
28	3	2019	0.0
27	3	2019	0.0
26	3	2019	0.0
25	3	2019	0.0
24	3	2019	0.0
23	3	2019	0.0
22	3	2019	1.3
21	3	2019	3.8
20	3	2019	7.8
19	3	2019	32.6
18	3	2019	0.0
17	3	2019	0.7
16	3	2019	0.0
15	3	2019	17.1
14	3	2019	0.0
13	3	2019	0.0
12	3	2019	0.0
11	3	2019	0.0
10	3	2019	0.0
9	3	2019	0.0
8	3	2019	0.0
7	3	2019	0.0
6	3	2019	1.6
5	3	2019	0.0
4	3	2019	0.0
3	3	2019	0.0
2	3	2019	23.9
1	3	2019	1.5
28	2	2019	0.4
27	2	2019	12.1
26	2	2019	0.0
25	2	2019	0.0
24	2	2019	0.0
23	2	2019	0.0
22	2	2019	0.0
21	2	2019	0.7
20	2	2019	0.3
19	2	2019	13.1
18	2	2019	1.5
17	2	2019	5.6
16	2	2019	1.8
15	2	2019	0.0
14	2	2019	0.0
13	2	2019	0.0
12	2	2019	0.0
11	2	2019	0.0
10	2	2019	0.0
9	2	2019	1.9
8	2	2019	23.6
7	2	2019	2.9
6	2	2019	0.0
5	2	2019	4.0
4	2	2019	0.0
3	2	2019	0.0
2	2	2019	0.0
1	2	2019	0.0
31	1	2019	0.0
30	1	2019	0.0
29	1	2019	0.0
28	1	2019	0.0
27	1	2019	0.0
26	1	2019	0.0
25	1	2019	0.0
24	1	2019	0.0
23	1	2019	0.0
22	1	2019	0.0
21	1	2019	0.0
20	1	2019	0.0
19	1	2019	0.0
18	1	2019	0.0
17	1	2019	0.0
16	1	2019	0.0
15	1	2019	0.0
14	1	2019	0.0
13	1	2019	0.0
12	1	2019	0.0
11	1	2019	0.0
10	1	2019	1.6
9	1	2019	0.0
8	1	2019	0.0
7	1	2019	0.0
6	1	2019	0.0
5	1	2019	0.0
4	1	2019	0.0
3	1	2019	0.0
2	1	2019	0.0
1	1	2019	62.8
31	12	2018	42.9
30	12	2018	59.7
29	12	2018	8.3
28	12	2018	27.9
27	12	2018	0.7
26	12	2018	0.0
25	12	2018	4.4
24	12	2018	0.0
23	12	2018	0.0
22	12	2018	0.0
21	12	2018	0.0
20	12	2018	0.0
19	12	2018	0.0
18	12	2018	0.0
17	12	2018	0.0
16	12	2018	0.0
15	12	2018	0.0
14	12	2018	0.0
13	12	2018	0.0
12	12	2018	0.0
11	12	2018	8.7
10	12	2018	9.3
9	12	2018	0.0
8	12	2018	29.2
7	12	2018	3.2
6	12	2018	0.0
5	12	2018	0.0
4	12	2018	23.3
3	12	2018	35.0
2	12	2018	22.6
1	12	2018	0.0
30	11	2018	0.0
29	11	2018	0.0
28	11	2018	0.0
27	11	2018	14.8
26	11	2018	8.3
25	11	2018	1.8
24	11	2018	0.0
23	11	2018	0.0
22	11	2018	0.0
21	11	2018	2.7
20	11	2018	0.0
19	11	2018	0.0
18	11	2018	0.0
17	11	2018	0.0
16	11	2018	0.0
15	11	2018	0.0
14	11	2018	0.8
13	11	2018	0.6
12	11	2018	5.1
11	11	2018	10.0
10	11	2018	24.0
9	11	2018	6.4
8	11	2018	0.6
7	11	2018	2.6
6	11	2018	7.2
5	11	2018	37.1
4	11	2018	0.0
3	11	2018	0.0
2	11	2018	0.0
1	11	2018	0.0
31	10	2018	0.0
30	10	2018	0.2
29	10	2018	0.3
28	10	2018	1.3
27	10	2018	13.9
26	10	2018	23.6
25	10	2018	0.0
24	10	2018	0.0
23	10	2018	0.0
22	10	2018	0.0
21	10	2018	0.0
20	10	2018	2.2
19	10	2018	0.5
18	10	2018	0.0
17	10	2018	0.0
16	10	2018	0.0
15	10	2018	4.9
14	10	2018	0.0
13	10	2018	0.0
12	10	2018	0.0
11	10	2018	0.0
10	10	2018	0.0
9	10	2018	0.0
8	10	2018	0.0
7	10	2018	0.0
6	10	2018	0.0
5	10	2018	0.0
4	10	2018	0.0
3	10	2018	0.0
2	10	2018	0.0
1	10	2018	0.0
30	9	2018	0.0
29	9	2018	0.0
28	9	2018	0.0
27	9	2018	0.0
26	9	2018	0.0
25	9	2018	0.0
24	9	2018	0.0
23	9	2018	0.0
22	9	2018	0.0
21	9	2018	0.0
20	9	2018	0.0
19	9	2018	2.7
18	9	2018	11.6
17	9	2018	1.6
16	9	2018	0.0
15	9	2018	0.1
14	9	2018	0.0
13	9	2018	0.0
12	9	2018	0.0
11	9	2018	0.0
10	9	2018	0.0
9	9	2018	0.0
8	9	2018	0.0
7	9	2018	0.0
6	9	2018	0.0
5	9	2018	0.0
4	9	2018	0.0
3	9	2018	0.0
2	9	2018	0.0
1	9	2018	0.0
31	8	2018	2.7
30	8	2018	0.0
29	8	2018	0.0
28	8	2018	0.1
27	8	2018	0.0
26	8	2018	0.0
25	8	2018	0.0
24	8	2018	0.0
23	8	2018	0.0
22	8	2018	0.0
21	8	2018	0.0
20	8	2018	0.0
19	8	2018	0.0
18	8	2018	0.0
17	8	2018	0.0
16	8	2018	0.0
15	8	2018	0.0
14	8	2018	0.0
13	8	2018	0.0
12	8	2018	0.0
11	8	2018	0.0
10	8	2018	0.0
9	8	2018	0.0
8	8	2018	0.0
