ano	mes	dia	chuva
2022	2	18	7.5
2022	2	17	17.1
2022	2	16	6.5
2022	2	15	1.1
2022	2	14	0.1
2022	2	13	1.3
2022	2	12	1.9
2022	2	11	8.1
2022	2	10	1.4
2022	2	9	47.9
2022	2	8	31.3
2022	2	7	45.9
2022	2	6	38.8
2022	2	5	20.5
2022	2	4	3.6
2022	2	3	2.5
2022	2	2	4.4
2022	2	1	7.1
2022	1	31	32.4
2022	1	30	12.2
2022	1	29	0.0
2022	1	28	0.1
2022	1	27	1.1
2022	1	26	0.0
2022	1	25	0.0
2022	1	24	0.0
2022	1	23	0.0
2022	1	22	0.0
2022	1	21	0.2
2022	1	20	0.1
2022	1	19	4.1
2022	1	18	3.4
2022	1	17	7.1
2022	1	16	1.8
2022	1	15	0.1
2022	1	14	0.6
2022	1	13	1.4
2022	1	12	2.7
2022	1	11	43.4
2022	1	10	11.4
2022	1	9	0.5
2022	1	8	52.4
2022	1	7	31.2
2022	1	6	48.5
2022	1	5	11.6
2022	1	4	2.2
2022	1	3	15.4
2022	1	2	4.2
2022	1	1	44.5
2021	12	31	20.4
2021	12	30	4.7
2021	12	29	2.3
2021	12	28	5.5
2021	12	27	0.0
2021	12	26	0.0
2021	12	25	0.0
2021	12	24	4.6
2021	12	23	3.4
2021	12	22	0.0
2021	12	21	0.0
2021	12	20	0.0
2021	12	19	0.3
2021	12	18	12.4
2021	12	17	11.5
2021	12	16	0.4
2021	12	15	23.1
2021	12	14	0.2
2021	12	13	9.9
2021	12	12	0.0
2021	12	11	0.0
2021	12	10	0.2
2021	12	9	4.5
2021	12	8	11.6
2021	12	7	9.7
2021	12	6	3.3
2021	12	5	0.0
2021	12	4	0.2
2021	12	3	6.2
2021	12	2	0.1
2021	12	1	9.8
2021	11	30	4.0
2021	11	29	0.0
2021	11	28	0.1
2021	11	27	6.9
2021	11	26	0.1
2021	11	25	0.0
2021	11	24	0.0
2021	11	23	0.0
2021	11	22	0.0
2021	11	21	0.1
2021	11	20	8.2
2021	11	19	29.1
2021	11	18	0.0
2021	11	17	0.0
2021	11	16	0.0
2021	11	15	0.0
2021	11	14	0.0
2021	11	13	1.1
2021	11	12	5.5
2021	11	11	0.1
2021	11	10	0.0
2021	11	9	3.2
2021	11	8	0.6
2021	11	7	0.0
2021	11	6	0.0
2021	11	5	0.0
2021	11	4	0.0
2021	11	3	0.1
2021	11	2	14.8
2021	11	1	35.9
2021	10	31	0.0
2021	10	30	0.1
2021	10	29	1.0
2021	10	28	0.0
2021	10	27	0.2
2021	10	26	4.4
2021	10	25	11.6
2021	10	24	1.0
2021	10	23	0.0
2021	10	22	0.1
2021	10	21	2.7
2021	10	20	14.1
2021	10	19	13.2
2021	10	18	14.5
2021	10	17	2.3
2021	10	16	11.6
2021	10	15	1.8
2021	10	14	0.0
2021	10	13	0.2
2021	10	12	12.2
2021	10	11	58.1
2021	10	10	16.3
2021	10	9	0.0
2021	10	8	0.2
2021	10	7	42.1
2021	10	6	1.6
2021	10	5	2.0
2021	10	4	9.7
2021	10	3	7.0
2021	10	2	8.1
2021	10	1	0.0
2021	9	30	0.0
2021	9	29	0.0
2021	9	28	0.1
2021	9	27	8.1
2021	9	26	17.9
2021	9	25	0.0
2021	9	24	0.0
2021	9	23	0.0
2021	9	22	0.0
2021	9	21	0.0
2021	9	20	0.0
2021	9	19	0.0
2021	9	18	0.0
2021	9	17	0.0
2021	9	16	0.0
2021	9	15	0.0
2021	9	14	0.0
2021	9	13	0.1
2021	9	12	18.6
2021	9	11	0.1
2021	9	10	0.0
2021	9	9	0.0
2021	9	8	0.0
2021	9	7	0.0
2021	9	6	0.0
2021	9	5	0.0
2021	9	4	0.0
2021	9	3	0.0
2021	9	2	0.0
2021	9	1	0.0
2021	7	31	0.0
2021	7	30	0.0
2021	7	29	0.0
2021	7	28	0.0
2021	7	27	0.0
2021	7	26	0.0
2021	7	25	0.0
2021	7	24	0.0
2021	7	23	0.0
2021	7	22	0.0
2021	7	21	0.0
2021	7	20	0.0
2021	7	19	0.0
2021	7	18	0.0
2021	7	17	0.0
2021	7	16	0.0
2021	7	15	0.0
2021	7	14	0.0
2021	7	13	0.0
2021	7	12	0.0
2021	7	11	0.0
2021	7	10	0.0
2021	7	9	0.0
2021	7	8	0.0
2021	7	7	0.0
2021	7	6	0.0
2021	7	5	0.0
2021	7	4	0.0
2021	7	3	0.0
2021	7	2	0.0
2021	7	1	0.0
2020	8	31	0.0
2020	8	30	0.0
2020	8	29	0.0
2020	8	28	0.0
2020	8	27	0.0
2020	8	26	0.0
2020	8	25	0.0
2020	8	24	0.0
2020	8	23	0.2
2020	8	22	9.9
2020	8	21	9.1
2020	8	20	0.0
2020	8	19	0.0
2020	8	18	0.0
2020	8	17	0.0
2020	8	16	0.0
2020	8	15	0.0
2020	8	14	0.0
2020	8	13	0.0
2020	8	12	0.0
2020	8	11	0.0
2020	8	10	0.0
2020	8	9	0.0
2020	8	8	0.0
2020	8	7	0.0
2020	8	6	0.0
2020	8	5	0.0
2020	8	4	0.0
2020	8	3	0.0
2020	8	2	0.0
2020	8	1	0.0
2020	7	31	0.0
2020	7	30	0.0
2020	7	29	0.0
2020	7	28	0.0
2020	7	27	0.0
2020	7	26	0.0
2020	7	25	0.0
2020	7	24	0.0
2020	7	23	0.0
2020	7	22	0.0
2020	7	21	0.0
2020	7	20	0.0
2020	7	19	0.0
2020	7	18	0.0
2020	7	17	0.0
2020	7	16	0.0
2020	7	15	0.0
2020	7	14	0.0
2020	7	13	0.0
2020	7	12	0.0
2020	7	11	0.0
2020	7	10	0.0
2020	7	9	0.0
2020	7	8	0.0
2020	7	7	0.0
2020	7	6	0.0
2020	7	5	0.0
2020	7	4	0.0
2020	7	3	0.0
2020	7	2	0.0
2020	7	1	0.0
2020	6	30	0.0
2020	6	29	0.0
2020	6	28	0.0
2020	6	27	0.0
2020	6	26	0.0
2020	6	25	0.0
2020	6	24	0.0
2020	6	23	0.0
2020	6	22	0.0
2020	6	21	0.0
2020	6	20	0.0
2020	6	19	0.0
2020	6	18	0.0
2020	6	17	0.0
2020	6	16	0.0
2020	6	15	0.0
2020	6	14	0.0
2020	6	13	0.0
2020	6	12	0.0
2020	6	11	0.0
2020	6	10	0.0
2020	6	9	0.0
2020	6	8	7.8
2020	6	7	0.0
2020	6	6	0.0
2020	6	5	0.1
2020	6	4	0.2
2020	6	3	0.0
2020	6	2	0.0
2020	6	1	0.0
2020	5	31	0.0
2020	5	30	0.0
2020	5	29	0.0
2020	5	28	0.0
2020	5	27	0.0
2020	5	26	0.0
2020	5	25	24.1
2020	5	24	0.6
2020	5	23	0.0
2020	5	22	0.0
2020	5	21	0.0
2020	5	20	0.0
2020	5	19	0.0
2020	5	18	0.0
2020	5	17	0.0
2020	5	16	0.0
2020	5	15	0.0
2020	5	14	0.2
2020	5	13	0.0
2020	5	12	0.0
2020	5	11	0.0
2020	5	10	0.0
2020	5	9	0.0
2020	5	8	8.0
2020	5	7	0.0
2020	5	6	0.0
2020	5	5	0.0
2020	5	4	0.0
2020	5	3	0.0
2020	5	2	0.0
2020	5	1	0.0
2020	4	30	0.0
2020	4	29	0.0
2020	4	28	0.0
2020	4	27	0.0
2020	4	26	0.0
2020	4	25	0.0
2020	4	24	0.0
2020	4	23	0.0
2020	4	22	0.0
2020	4	21	0.0
2020	4	20	0.0
2020	4	19	0.0
2020	4	18	0.0
2020	4	17	0.1
2020	4	16	0.1
2020	4	15	9.5
2020	4	14	0.0
2020	4	13	0.0
2020	4	12	0.0
2020	4	11	0.2
2020	4	10	0.0
2020	4	9	0.0
2020	4	8	1.8
2020	4	7	0.0
2020	4	6	0.0
2020	4	5	0.1
2020	4	4	2.8
2020	4	3	2.1
2020	4	2	0.0
2020	4	1	1.6
2020	3	31	14.6
2020	3	30	0.0
2020	3	29	0.0
2020	3	28	0.0
2020	3	27	0.0
2020	3	26	0.0
2020	3	25	0.0
2020	3	24	0.0
2020	3	23	0.2
2020	3	22	31.3
2020	3	21	13.9
2020	3	20	22.7
2020	3	19	0.0
2020	3	18	0.0
2020	3	17	0.1
2020	3	16	0.0
2020	3	15	0.0
2020	3	14	0.0
2020	3	13	0.0
2020	3	12	0.0
2020	3	11	0.0
2020	3	10	0.1
2020	3	9	1.6
2020	3	8	0.0
2020	3	7	0.0
2020	3	6	0.7
2020	3	5	0.1
2020	3	4	0.0
2020	3	3	0.2
2020	3	2	11.9
2020	3	1	21.1
2020	2	29	14.0
2020	2	28	12.9
2020	2	27	11.7
2020	2	26	5.3
2020	2	25	9.0
2020	2	24	0.4
2020	2	23	0.6
2020	2	22	24.7
2020	2	21	1.2
2020	2	20	0.0
2020	2	19	0.0
2020	2	18	33.7
2020	2	17	36.1
2020	2	16	0.0
2020	2	15	0.1
2020	2	14	24.5
2020	2	13	31.9
2020	2	12	26.7
2020	2	11	21.6
2020	2	10	1.2
2020	2	9	3.1
2020	2	8	2.2
2020	2	7	45.8
2020	2	6	13.9
2020	2	5	23.4
2020	2	4	20.5
2020	2	3	0.1
2020	2	2	8.0
2020	2	1	0.0
2020	1	31	0.0
2020	1	30	0.1
2020	1	29	37.2
2020	1	28	3.0
2020	1	27	0.0
2020	1	26	0.1
2020	1	25	18.0
2020	1	24	14.8
2020	1	23	1.9
2020	1	22	0.1
2020	1	21	25.1
2020	1	20	0.4
2020	1	19	0.0
2020	1	18	0.2
2020	1	17	0.0
2020	1	16	0.0
2020	1	15	0.2
2020	1	14	0.0
2020	1	13	1.5
2020	1	12	5.7
2020	1	11	0.9
2020	1	10	2.1
2020	1	9	8.9
2020	1	8	4.8
2020	1	7	0.7
2020	1	6	35.7
2020	1	5	26.0
2020	1	4	21.2
2020	1	3	9.1
2020	1	2	0.1
2020	1	1	7.3
2019	12	31	0.1
2019	12	30	2.3
2019	12	29	0.0
2019	12	28	0.0
2019	12	27	0.0
2019	12	26	0.0
2019	12	25	0.1
2019	12	24	14.9
2019	12	23	27.6
2019	12	22	24.8
2019	12	21	0.0
2019	12	20	8.5
2019	12	19	0.0
2019	12	18	0.0
2019	12	17	0.0
2019	12	16	0.0
2019	12	15	0.0
2019	12	14	0.2
2019	12	13	13.0
2019	12	12	9.6
2019	12	11	2.5
2019	12	10	6.3
2019	12	9	0.0
2019	12	8	8.5
2019	12	7	4.9
2019	12	6	19.1
2019	12	5	5.5
2019	12	4	0.0
2019	12	3	0.0
2019	12	2	0.9
2019	12	1	0.1
2019	11	30	0.3
2019	11	29	6.3
2019	11	28	2.1
2019	11	27	0.0
2019	11	26	0.0
2019	11	25	0.3
2019	11	24	32.9
2019	11	23	14.9
2019	11	22	0.0
2019	11	21	45.8
2019	11	20	0.0
2019	11	19	1.3
2019	11	18	2.5
2019	11	17	0.0
2019	11	16	1.6
2019	11	15	30.4
2019	11	14	1.2
2019	11	13	0.1
2019	11	12	6.8
2019	11	11	0.1
2019	11	10	1.0
2019	11	9	4.7
2019	11	8	5.2
2019	11	7	16.0
2019	11	6	0.0
2019	11	5	0.0
2019	11	4	0.0
2019	11	3	0.0
2019	11	2	0.0
2019	11	1	0.1
2019	10	31	29.6
2019	10	30	13.6
2019	10	29	7.7
2019	10	28	0.1
2019	10	27	8.6
2019	10	26	2.8
2019	10	25	0.1
2019	10	24	0.0
2019	10	23	0.1
2019	10	22	1.2
2019	10	21	0.0
2019	10	20	3.6
2019	10	19	0.0
2019	10	18	0.0
2019	10	17	0.0
2019	10	16	0.0
2019	10	15	0.0
2019	10	14	0.0
2019	10	13	0.0
2019	10	12	0.0
2019	10	11	0.6
2019	10	10	3.1
2019	10	9	0.6
2019	10	8	25.5
2019	10	7	0.0
2019	10	6	0.0
2019	10	5	0.0
2019	10	4	0.0
2019	10	3	0.0
2019	10	2	0.0
2019	10	1	0.0
2019	8	31	0.0
2019	8	30	0.0
2019	8	29	0.0
2019	8	28	0.0
2019	8	27	0.0
2019	8	26	0.0
2019	8	25	0.0
2019	8	24	0.1
2019	8	23	0.0
2019	8	22	0.2
2019	8	21	6.6
2019	8	20	2.5
2019	8	19	0.0
2019	8	18	0.0
2019	8	17	0.0
2019	8	16	0.0
2019	8	15	0.0
2019	8	14	0.0
2019	8	13	0.0
2019	8	12	0.0
2019	8	11	0.0
2019	8	10	0.0
2019	8	9	0.0
2019	8	8	0.0
2019	8	7	0.0
2019	8	6	0.1
2019	8	5	2.2
2019	8	4	0.6
2019	8	3	0.0
2019	8	2	0.0
2019	8	1	0.0
2019	7	31	0.7
2019	7	30	0.0
2019	7	29	0.0
2019	7	28	0.0
2019	7	27	0.0
2019	7	26	0.0
2019	7	25	0.0
2019	7	24	0.0
2019	7	23	0.0
2019	7	22	0.0
2019	7	21	0.0
2019	7	20	0.0
2019	7	19	0.0
2019	7	18	0.0
2019	7	17	0.0
2019	7	16	0.0
2019	7	15	0.0
2019	7	14	0.0
2019	7	13	0.0
2019	7	12	0.0
2019	7	11	0.0
2019	7	10	0.0
2019	7	9	0.0
2019	7	8	0.0
2019	7	7	0.0
2019	7	6	1.6
2019	7	5	8.0
2019	7	4	0.0
2019	7	3	0.0
2019	7	2	0.0
2019	7	1	0.0
2019	6	30	0.0
2019	6	29	0.0
2019	6	28	0.0
2019	6	27	0.0
2019	6	26	0.0
2019	6	25	0.0
2019	6	24	0.0
2019	6	23	0.0
2019	6	22	0.0
2019	6	21	0.0
2019	6	20	0.0
2019	6	19	0.0
2019	6	18	0.0
2019	6	17	0.0
2019	6	16	0.0
2019	6	15	0.0
2019	6	14	0.0
2019	6	13	0.0
2019	6	12	0.0
2019	6	11	0.0
2019	6	10	0.0
2019	6	9	0.0
2019	6	8	0.0
2019	6	7	0.0
2019	6	6	0.0
2019	6	5	0.1
2019	6	4	6.2
2019	6	3	0.0
2019	6	2	0.0
2019	6	1	0.0
2019	5	31	0.0
2019	5	30	0.0
2019	5	29	0.0
2019	5	28	0.0
2019	5	27	0.0
2019	5	26	0.0
2019	5	25	0.1
2019	5	24	0.0
2019	5	23	0.0
2019	5	22	0.0
2019	5	21	0.0
2019	5	20	0.0
2019	5	19	0.2
2019	5	18	12.0
2019	5	17	0.1
2019	5	16	6.4
2019	5	15	0.0
2019	5	14	0.1
2019	5	13	0.0
2019	5	12	0.0
2019	5	11	0.0
2019	5	10	0.0
2019	5	9	0.1
2019	5	8	0.0
2019	5	7	0.0
2019	5	6	0.0
2019	5	5	0.0
2019	5	4	0.0
2019	5	3	0.0
2019	5	2	0.0
2019	5	1	0.0
2019	4	30	0.0
2019	4	29	2.1
2019	4	28	0.0
2019	4	27	0.0
2019	4	26	0.0
2019	4	25	0.0
2019	4	24	0.0
2019	4	23	0.0
2019	4	22	0.0
2019	4	21	0.0
2019	4	20	0.0
2019	4	19	0.0
2019	4	18	0.2
2019	4	17	22.4
2019	4	16	0.8
2019	4	15	5.4
2019	4	14	0.0
2019	4	13	0.0
2019	4	12	0.0
2019	4	11	0.1
2019	4	10	4.6
2019	4	9	15.9
2019	4	8	0.0
2019	4	7	1.3
2019	4	6	0.0
2019	4	5	0.0
2019	4	4	0.0
2019	4	3	0.0
2019	4	2	0.0
2019	4	1	0.0
2019	3	31	0.0
2019	3	30	0.0
2019	3	29	0.2
2019	3	28	0.0
2019	3	27	0.0
2019	3	26	0.0
2019	3	25	0.0
2019	3	24	0.0
2019	3	23	0.1
2019	3	22	8.8
2019	3	21	5.0
2019	3	20	0.1
2019	3	19	0.2
2019	3	18	29.5
2019	3	17	0.6
2019	3	16	0.4
2019	3	15	2.4
2019	3	14	2.5
2019	3	13	1.0
2019	3	12	1.9
2019	3	11	23.4
2019	3	10	0.0
2019	3	9	0.1
2019	3	8	28.1
2019	3	7	11.9
2019	3	6	4.7
2019	3	5	4.0
2019	3	4	16.9
2019	3	3	2.7
2019	3	2	50.7
2019	3	1	6.0
2019	2	28	9.8
2019	2	27	17.9
2019	2	26	0.0
2019	2	25	0.0
2019	2	24	0.0
2019	2	23	0.1
2019	2	22	1.6
2019	2	21	29.1
2019	2	20	0.5
2019	2	19	26.6
2019	2	18	0.6
2019	2	17	12.4
2019	2	16	13.5
2019	2	15	0.3
2019	2	14	11.6
2019	2	13	0.2
2019	2	12	0.9
2019	2	11	0.0
2019	2	10	0.0
2019	2	9	0.0
2019	2	8	0.2
2019	2	7	19.4
2019	2	6	0.3
2019	2	5	3.2
2019	2	4	15.3
2019	2	3	0.0
2019	2	2	0.1
2019	2	1	5.2
2019	1	31	0.1
2019	1	30	0.7
2019	1	29	0.0
2019	1	28	0.1
2019	1	27	8.0
2019	1	26	4.4
2019	1	25	0.1
2019	1	24	12.7
2019	1	23	9.7
2019	1	22	39.5
2019	1	21	0.1
2019	1	20	0.4
2019	1	19	5.3
2019	1	18	0.1
2019	1	17	2.3
2019	1	16	0.0
2019	1	15	0.0
2019	1	14	0.1
2019	1	13	32.6
2019	1	12	0.0
2019	1	11	0.0
2019	1	10	0.0
2019	1	9	0.0
2019	1	8	0.0
2019	1	7	0.1
2019	1	6	6.9
2019	1	5	16.0
2019	1	4	9.7
2019	1	3	0.7
2019	1	2	2.0
2019	1	1	2.1
2018	12	31	0.0
2018	12	30	0.1
2018	12	29	6.6
2018	12	28	11.1
2018	12	27	7.0
2018	12	26	0.2
2018	12	25	13.0
2018	12	24	0.1
2018	12	23	7.5
2018	12	22	0.1
2018	12	21	9.7
2018	12	20	4.8
2018	12	19	38.3
2018	12	18	0.0
2018	12	17	11.8
2018	12	16	4.9
2018	12	15	0.0
2018	12	14	0.0
2018	12	13	5.1
2018	12	12	0.0
2018	12	11	0.0
2018	12	10	0.0
2018	12	9	0.1
2018	12	8	38.1
2018	12	7	15.2
2018	12	6	2.3
2018	12	5	0.0
2018	12	4	0.1
2018	12	3	0.7
2018	12	2	56.9
2018	12	1	28.1
2018	11	30	0.0
2018	11	29	0.0
2018	11	28	0.1
2018	11	27	1.7
2018	11	26	5.1
2018	11	25	9.6
2018	11	24	1.8
2018	11	23	2.4
2018	11	22	11.2
2018	11	21	49.0
2018	11	20	38.1
2018	11	19	1.5
2018	11	18	0.1
2018	11	17	0.1
2018	11	16	10.4
2018	11	15	0.0
2018	11	14	0.2
2018	11	13	19.4
2018	11	12	8.0
2018	11	11	3.4
2018	11	10	3.6
2018	11	9	13.9
2018	11	8	16.4
2018	11	7	0.1
2018	11	6	0.3
2018	11	5	3.3
2018	11	4	2.9
2018	11	3	0.0
2018	11	2	0.0
2018	11	1	0.0
2018	10	31	0.0
2018	10	30	0.0
2018	10	29	0.0
2018	10	28	0.6
2018	10	27	0.0
2018	10	26	65.7
2018	10	25	9.0
2018	10	24	0.0
2018	10	23	0.0
2018	10	22	0.0
2018	10	21	0.1
2018	10	20	26.4
2018	10	19	33.7
2018	10	18	4.9
2018	10	17	5.0
2018	10	16	0.5
2018	10	15	1.1
2018	10	14	4.7
2018	10	13	0.1
2018	10	12	7.9
2018	10	11	2.8
2018	10	10	12.6
2018	10	9	0.3
2018	10	8	0.3
2018	10	7	14.2
2018	10	6	8.8
2018	10	5	0.0
2018	10	4	0.1
2018	10	3	0.0
2018	10	2	0.7
2018	10	1	3.8
2018	9	30	0.0
2018	9	29	0.0
2018	9	28	0.0
2018	9	27	0.0
2018	9	26	0.0
2018	9	25	0.0
2018	9	24	0.0
2018	9	23	0.0
2018	9	22	0.1
2018	9	21	11.2
2018	9	20	0.1
2018	9	19	3.0
2018	9	18	15.1
2018	9	17	0.1
2018	9	16	1.4
2018	9	15	24.7
2018	9	14	0.0
2018	9	13	0.0
2018	9	12	0.0
2018	9	11	0.0
2018	9	10	0.0
2018	9	9	0.0
2018	9	8	0.0
2018	9	7	0.0
2018	9	6	0.0
2018	9	5	0.1
2018	9	4	2.8
2018	9	3	0.0
2018	9	2	0.0
2018	9	1	0.0
2018	8	31	0.0
2018	8	30	0.0
2018	8	29	0.0
2018	8	28	0.0
2018	8	27	0.0
2018	8	26	0.0
2018	8	25	0.0
2018	8	24	0.0
2018	8	23	0.0
2018	8	22	0.0
2018	8	21	0.0
2018	8	20	0.0
2018	8	19	0.0
2018	8	18	0.0
2018	8	17	0.0
2018	8	16	0.0
2018	8	15	0.0
2018	8	14	0.0
2018	8	13	0.0
2018	8	12	0.0
2018	8	11	0.0
2018	8	10	0.0
2018	8	9	0.3
2018	8	8	0.1
2018	8	7	8.1
2018	8	6	0.1
2018	8	5	0.4
2018	8	4	31.4
2018	8	3	0.3
2018	8	2	13.1
2018	8	1	0.0
2018	7	31	0.0
2018	7	30	0.0
2018	7	29	0.0
2018	7	28	0.0
2018	7	27	0.0
2018	7	26	0.0
2018	7	25	0.0
2018	7	24	0.0
2018	7	23	0.0
2018	7	22	0.0
2018	7	21	0.0
2018	7	20	0.0
2018	7	19	0.0
2018	7	18	0.0
2018	7	17	0.0
2018	7	16	0.0
2018	7	15	0.0
2018	7	14	0.0
2018	7	13	0.0
2018	7	12	0.0
2018	7	11	1.1
2018	7	10	0.0
2018	7	9	0.0
2018	7	8	0.0
2018	7	7	0.0
2018	7	6	0.0
2018	7	5	0.0
2018	7	4	0.0
2018	7	3	0.0
2018	7	2	0.0
2018	7	1	0.0
2018	6	30	0.0
2018	6	29	0.0
2018	6	28	0.0
2018	6	27	0.0
2018	6	26	0.0
2018	6	25	0.0
2018	6	24	0.0
2018	6	23	0.0
2018	6	22	0.0
2018	6	21	0.0
2018	6	20	0.0
2018	6	19	0.0
2018	6	18	0.0
2018	6	17	3.1
2018	6	16	0.0
2018	6	15	0.1
2018	6	14	0.0
2018	6	13	0.0
2018	6	12	0.0
2018	6	11	0.0
2018	6	10	0.0
2018	6	9	0.0
2018	6	8	0.3
2018	6	7	0.3
2018	6	6	6.3
2018	6	5	0.0
2018	6	4	0.0
2018	6	3	0.0
2018	6	2	0.0
2018	6	1	0.0
2018	5	31	0.0
2018	5	30	0.0
2018	5	29	0.0
2018	5	28	0.0
2018	5	27	0.0
2018	5	26	0.0
2018	5	25	0.0
2018	5	24	0.0
2018	5	23	0.0
2018	5	22	0.0
2018	5	21	0.0
2018	5	20	13.0
2018	5	19	0.0
2018	5	18	0.3
2018	5	17	0.0
2018	5	16	0.0
2018	5	15	0.0
2018	5	14	0.4
2018	5	13	0.0
2018	5	12	0.0
2018	5	11	0.0
2018	5	10	0.0
2018	5	9	0.0
2018	5	8	0.0
2018	5	7	0.0
2018	5	6	0.0
2018	5	5	0.0
2018	5	4	0.0
2018	5	3	0.0
2018	5	2	0.0
2018	5	1	0.0
2018	4	30	0.0
2018	4	29	0.0
2018	4	28	0.3
2018	4	27	0.0
2018	4	26	0.0
2018	4	25	0.0
2018	4	24	0.0
2018	4	23	0.0
2018	4	22	0.0
2018	4	21	0.0
2018	4	20	0.0
2018	4	19	0.0
2018	4	18	0.0
2018	4	17	0.0
2018	4	16	1.8
2018	4	15	0.0
2018	4	14	0.0
2018	4	13	0.0
2018	4	12	0.0
2018	4	11	0.0
2018	4	10	0.0
2018	4	9	0.0
2018	4	8	0.0
2018	4	7	6.8
2018	4	6	0.0
2018	4	5	0.1
2018	4	4	19.5
2018	4	3	0.6
2018	4	2	0.0
2018	4	1	0.0
2018	3	31	0.0
2018	3	30	0.0
2018	3	29	0.0
2018	3	28	0.0
2018	3	27	0.0
2018	3	26	0.0
2018	3	25	0.0
2018	3	24	0.0
2018	3	23	0.2
2018	3	22	14.5
2018	3	21	3.0
2018	3	20	0.0
2018	3	19	0.0
2018	3	18	0.2
2018	3	17	7.6
2018	3	16	0.0
2018	3	15	2.6
2018	3	14	0.0
2018	3	13	0.0
2018	3	12	0.0
2018	3	11	0.0
2018	3	10	0.2
2018	3	9	11.2
2018	3	8	0.0
2018	3	7	0.0
2018	3	6	0.1
2018	3	5	5.0
2018	3	4	0.1
2018	3	3	0.0
2018	3	2	0.0
2018	3	1	0.0
2018	2	28	1.0
2018	2	27	19.9
2018	2	26	0.4
2018	2	25	0.0
2018	2	24	15.7
2018	2	23	0.1
2018	2	22	1.7
2018	2	21	13.1
2018	2	20	23.2
2018	2	19	4.7
2018	2	18	9.6
2018	2	17	0.2
2018	2	16	0.0
2018	2	15	0.0
2018	2	14	0.0
2018	2	13	0.0
2018	2	12	0.0
2018	2	11	0.0
2018	2	10	0.0
2018	2	9	0.2
2018	2	8	6.3
2018	2	7	6.2
2018	2	6	2.7
2018	2	5	0.0
2018	2	4	0.0
2018	2	3	0.0
2018	2	2	0.0
2018	2	1	0.3
2018	1	31	13.5
2018	1	30	20.1
2018	1	29	18.6
2018	1	28	1.5
2018	1	27	1.4
2018	1	26	4.6
2018	1	25	0.4
2018	1	24	8.6
2018	1	23	20.6
2018	1	22	0.0
2018	1	21	0.0
2018	1	20	0.0
2018	1	19	0.0
2018	1	18	0.0
2018	1	17	0.0
2018	1	16	0.7
2018	1	15	69.9
2018	1	14	7.2
2018	1	13	0.0
2018	1	12	0.0
2018	1	11	0.0
2018	1	10	0.1
2018	1	9	6.3
2018	1	8	27.7
2018	1	7	44.3
